Symbol,Name,PricetoBookValue,Gross Profit(Quart),Return on Equity (TTM),Fixed Asset Turnover(Quartl),Earning Yield(forward 1y),Free Cash Flow Yield(TTM),30 D Avg Daily Volume,Momentum Score,Market Cap,Total Returns Price,3M Price Returns (Daily)
ISTR,Investar Holding,1.397,14890.0,0.0601,0.321,4.162,0.0334,1635163.0,9.0,21069.0,23.9,0.067
ISUZY,Isuzu Motors,1.438,81879.0,0.186,0.8472,12.59,0.149,332857.0,6.0,10530.0,13.37,0.0835
ISV.TO,Information Services,3.475,2375.0,0.1554,5.026,6.137,0.0794,271293.0,6.0,31325.0,17.9,0.0199
IT,Gartner,12.99,49173.0,0.2155,5.216,1.363,0.0211,525169.0,8.0,11090.0,122.39,-0.0158
ITCB,Itau Corpbanca,1.026,14890.0,-0.008,2.324,-0.3426,-0.8295,2162313.0,6.0,49910.0,14.61,0.0572
ITGR,Integer Holdings,2.144,9927.0,0.0243,0.9737,1.754,0.0588,1698156.0,10.0,16790.0,53.15,0.2318
ITI,Iteris,5.995,9905.0,-0.1245,12.12,-2.557,0.0048,1705296.0,9.0,24197.0,7.43,0.2342
ITIC,Investors Title,2.164,14890.0,0.1493,4.117,6.944,0.0544,26036.0,9.0,35953.0,190.5,0.0173
ITOCY,ITOCHU,1.173,24870.0,0.2379,1.782,19.87,0.1584,1379813.0,8.0,25560.0,32.57,0.0878
ITP.TO,Intertape Polymer Group,3.716,6373.0,0.2232,0.85,5.883,0.028,271314.0,4.0,11400.0,19.22,-0.22
ITRI,Itron,4.18,17786.0,0.0477,2.756,2.152,0.037,2185991.0,8.0,30240.0,78.15,0.1629
ITRN,Ituran Location & Control,7.481,3018.0,0.3911,1.603,5.246,0.0363,493127.0,9.0,86976.0,37.05,0.1799
ITT,ITT,2.568,20440.0,0.143,1.297,4.768,0.0356,4183431.0,6.0,39650.0,45.06,0.1178
ITTOY,ITOCHU Techno-Solutions,2.471,17559.0,0.1569,2.413,6.247,0.0415,759.0,9.0,41820.0,18.08,0.0714
ITUB,Itau Unibanco Holding,2.411,14890.0,0.1985,3.456,9.224,-0.0395,9815.0,8.0,91860.0,14.14,0.2831
ITW,Illinois Tool Works,10.94,15120.0,0.4656,2.117,4.076,0.0362,1028.0,7.0,52180.0,151.63,0.0504
IVZ,Invesco,1.826,14890.0,0.1193,2.641,5.472,0.039,2279.0,5.0,14550.0,35.77,0.0173
IX,ORIX,0.9215,14890.0,0.1173,1.524,7.877,-0.2262,2348497.0,5.0,20770.0,81.06,0.0159
IXYS,IXYS,2.508,2655.0,0.0813,1.936,3.135,0.0261,1044.0,10.0,79063.0,24.25,0.5348
JAZZ,Jazz Pharmaceuticals,3.997,36571.0,0.213,3.075,4.612,0.0645,3735953.0,7.0,87980.0,146.47,-0.0492
JBFCY,Jollibee Foods,6.888,10459.0,0.1867,1.717,2.551,0.0134,474.0,6.0,50090.0,18.5,0.1352
JBHT,JB Hunt Transport,8.297,66827.0,0.3072,0.6112,3.57,0.0301,8974865.0,8.0,11680.0,106.73,0.157
JBL,Jabil,2.269,42582.0,0.0542,1.56,4.086,0.0984,2551.0,9.0,53400.0,29.79,0.0326
JBLU,JetBlue Airways,1.583,12260.0,0.1724,0.2438,10.13,0.0608,6926.0,7.0,64600.0,19.64,-0.1416
JBSAY,JBS,0.978,19190.0,0.0963,1.246,9.5,0.086,3134064.0,3.0,74300.0,5.46,0.4219
JBSS,John B Sanfilippo & Son,3.221,3363.0,0.1548,1.596,4.707,0.0546,6315873.0,8.0,75839.0,67.13,0.0793
JBT,John Bean Technologies,7.876,11480.0,0.3095,1.765,2.837,0.0113,1392072.0,8.0,31720.0,100.3,0.0826
JCI,Johnson Controls,1.941,24310.0,-0.0235,1.34,-2.84,-0.0423,4348.0,3.0,38290.0,41.07,-0.046
JCOM,j2 Global,3.811,23002.0,0.158,3.878,3.955,0.0617,352873.0,6.0,36420.0,75.34,-0.0837
JCYGY,Jardine Cycle & Carriage,1.918,78890.0,0.133,1.33,6.725,0.0686,49.0,3.0,11520.0,58.29,-0.0762
JE.TO,Just Energy Group,2.2255000000000003,15756.0,-0.3662,39.84,1.538,0.0917,2619754.0,6.0,10500.0,7.15,0.112
JEXYY,Jiangsu Expressway Co,2.453,19629.0,0.1682,0.5453,6.794,0.0415,2625.0,6.0,79450.0,31.54,0.1094
JFEEF,JFE Holdings,0.6738,11770.0,0.1104,0.5156,16.31,0.3106,0.0,9.0,11310.0,19.62,0.1658
JFROF,J Front Retailing,1.1,46010.0,0.0865,0.1998,9.605,0.0044,4333.0,6.0,37110.0,14.19,-0.0553
JGCCY,JGC,1.208,-10544.0,-0.0079,2.547,-0.132,0.1231,1195267.0,5.0,41310.0,32.75,0.0039
JGSMY,JG Summit Holdings,1.788,51496.0,0.0327,0.3738,1.912,0.0257,0.0,6.0,91360.0,25.51,0.0
JHX,James Hardie Industries,2.2255000000000003,16900.0,-0.9289,0.5702,3.838,0.0238,293947.0,3.0,60840.0,13.8,-0.0831
JIXAY,Jiangxi Copper,0.81,24323.0,0.0245,2.514,3.945,0.0415,387.0,6.0,56080.0,64.78,0.0028
JJSF,J&J Snack Foods,3.658,9476.0,0.1166,1.401,3.041,0.026,68520.0,5.0,24710.0,131.86,0.0117
JKHY,Jack Henry & Associates,7.834,16437.0,0.2466,1.351,3.007,0.0256,3111541.0,7.0,80850.0,104.41,0.0174
JKS,JinkoSolar Holding Co,0.809,12170.0,0.2235,1.415,8.463,-0.1517,1165.0,9.0,78958.0,24.26,0.224
JLL,Jones Lang LaSalle,1.94,14890.0,0.1064,3.598,5.935,0.0388,1631416.0,5.0,58310.0,128.62,0.0461
JNDOF,Jins,8.286,9078.0,0.1933,1.673,2.416,-0.0059,0.0,7.0,12590.0,52.5,0.0
JNJ,Johnson & Johnson,4.972,13020.0,0.2282,1.154,4.612,0.0479,5333.0,6.0,357560.0,133.22,0.0053
JNPR,Juniper Networks,2.126,80190.0,0.1325,1.261,6.113,0.1143,3206.0,7.0,10810.0,28.43,0.023
JOBS,51job,4.548,7099.0,0.1078,1.288,2.209,0.0049,1573166.0,9.0,37370.0,60.86,0.3506
JOE,St. Joe,2.117,1085.0,0.0314,3.266,0.7,0.0213,359339.0,4.0,13560.0,19.25,0.0577
JOUT,Johnson Outdoors,3.044,7063.0,0.149,3.222,4.407,0.043,5102203.0,10.0,73042.0,73.07,0.5653
JPM,JPMorgan Chase,1.468,14890.0,0.1157,1.792,6.975,0.0858,1197.0,8.0,341060.0,96.92,0.0379
JPSWY,The Japan Steel Works,1.79,10450.0,-0.0324,1.394,5.751,-0.0389,4667.0,3.0,17480.0,11.89,0.4844
JPXGY,Japan Exchange Group,4.451,14890.0,0.2477,5.388,5.782,0.0503,130615.0,5.0,97940.0,9.13,0.0224
JRONF,Jeronimo Martins SGPS,6.995,94140.0,0.3661,1.289,3.847,0.0233,2705.0,7.0,12540.0,19.95,0.0205
JSCPY,JSR,1.299,29631.0,0.1479,0.7648,10.81,0.109,9947.0,8.0,42750.0,19.21,0.13
JW.A,John Wiley & Sons,2.984,29666.0,0.0915,1.589,3.784,0.0817,2161224.0,4.0,30110.0,52.75,0.0048
JWN,Nordstrom,9.384,13420.0,0.4408,0.9723,6.3,0.077,2488.0,4.0,73660.0,44.31,-0.0648
JYSKY,Jyske Bank,0.7364,14890.0,0.1105,0.4487,13.24,-0.2098,904512.0,6.0,37130.0,8.5,0.0522
K,Kellogg,11.74,12650.0,0.3945,0.8866,3.542,0.0502,2930.0,3.0,21540.0,62.4,-0.0624
KACPF,Koa,0.516,3753.0,0.0713,0.5714,32.9,0.0814,904512.0,6.0,26413.0,7.2,0.0522
KAI,Kadant,3.472,5282.0,0.1168,2.236,3.147,0.0453,7694443.0,9.0,10740.0,97.6,0.2876
KAJMY,Kajima,2.094,72017.0,0.2802,1.681,12.42,0.0481,62883.0,8.0,10280.0,99.0,0.1668
KALU,Kaiser Aluminum,2.336,6670.0,0.1003,0.6554,4.885,0.0489,1134774.0,6.0,17960.0,106.17,0.173
KAMN,Kaman,2.576,13496.0,0.0908,2.492,3.356,0.0335,1464382.0,6.0,15460.0,55.43,0.0998
KANKF,Kaneka,0.9291,35802.0,0.0886,0.6403,9.592,0.0264,1333.0,6.0,25800.0,7.83,0.033
KAR,KAR Auction Services,4.495,37630.0,0.1566,1.022,3.407,0.0626,9812922.0,6.0,65710.0,47.84,0.1717
KB,KB Financial Group,0.6974,14890.0,0.0939,0.7131,15.67,0.1864,1398666.0,8.0,19780.0,49.89,0.0124
KBAL,Kimball International,4.25,5781.0,0.2319,2.121,4.778,0.0691,9027723.0,8.0,74894.0,19.98,0.1921
KBH,KB Home,1.347,18579.0,0.0764,64.18,5.361,0.1531,3205.0,9.0,24800.0,25.93,0.1072
KBL.TO,K-Bro Linen,2.175,3828.0,0.0723,0.3123,2.985,-0.1007,449853.0,4.0,37329.0,38.95,-0.0371
KCDMY,Kimberly - Clark,26.05,18311.0,0.9326,0.5663,3.994,0.0251,369975.0,3.0,58330.0,9.455,-0.0749
KCRPY,Kao,4.445,14930.0,0.2903,0.9935,6.348,0.0481,2103493.0,7.0,28230.0,58.34,-0.0055
KDDIY,KDDI,2.038,41350.0,0.2285,0.5076,11.07,0.1265,9165617.0,3.0,64790.0,13.24,0.0008
KEG.UN.TO,Keg Royalties Income Fund,3.143,14890.0,-0.0245,1.109,-2.342,0.0758,650353.0,6.0,23275.0,20.5,-0.0889
KEL.TO,Kelt Exploration,1.438,2958.0,-0.0126,0.0515,-0.8746,-0.0536,6641811.0,8.0,12070.0,6.86,0.1414
KELYA,Kelly Services,0.929,22880.0,0.1294,16.62,12.68,0.0244,1274758.0,6.0,99718.0,26.03,0.1621
KEP,Korea Electric Power,0.3475,13030.0,0.0627,0.0875,18.1,0.0212,4396152.0,2.0,21650.0,16.86,-0.07
KEX,Kirby,1.396,14879.0,0.0489,0.1631,3.417,0.0533,2804152.0,6.0,34540.0,63.95,-0.0354
KEY,KeyCorp,1.429,14890.0,0.0854,1.754,5.297,0.0119,9570.0,9.0,20330.0,18.69,-0.0163
KEY.TO,Keyera,3.702,15980.0,0.134,0.1747,3.531,-0.0355,4330419.0,4.0,71980.0,38.28,-0.059
KEYS,Keysight Technologies,3.504,41100.0,0.1268,1.525,2.125,0.043,7679716.0,8.0,77750.0,41.8,0.0804
KEYW,KEYW Holding,1.288,2988.0,-0.0811,2.876,-5.168,-0.0353,5627997.0,2.0,38538.0,7.74,-0.1323
KFRC,Kforce,4.056,10392.0,0.2749,8.043,6.683,0.0293,882525.0,4.0,54791.0,20.5,0.0904
KFY,Korn/Ferry Intl,1.998,38544.0,0.1027,3.732,5.162,0.0388,3782775.0,9.0,22470.0,39.78,0.1642
KHC,Kraft Heinz,1.633,26810.0,0.0664,0.9891,3.991,0.0271,3471.0,4.0,95240.0,78.18,-0.056
KHNGY,Kuehne + Nagel Intl,11.26,17550.0,0.3537,3.963,3.342,0.0241,33747.0,8.0,21580.0,36.11,0.0929
KHOLY,Koc Holding,1.444,10980.0,0.1736,1.168,11.95,0.1052,1537673.0,7.0,11330.0,22.33,0.0018
KIM,Kimco Realty,1.555,25898.0,0.0484,0.0302,2.801,0.0249,3598.0,2.0,81340.0,19.11,0.064
KIMTF,Kia Motors,0.4747,20820.0,0.082,1.027,17.73,-0.0256,328.0,3.0,11230.0,28.0,-0.1331
KINS,Kingstone Companies,1.877,14890.0,0.1374,6.023,6.646,0.0903,479382.0,9.0,16956.0,15.95,0.0224
KKKUF,Kakaku.com,10.0,14890.0,0.6441,10.19,6.549,0.0648,8697.0,2.0,28520.0,13.37,-0.0347
KKOYY,Kesko,2.456,39309.0,0.0443,2.22,1.827,0.0428,2209.0,7.0,54790.0,27.54,0.2422
KLAC,KLA-Tencor,12.12,59072.0,0.9432,3.295,5.738,0.0645,1183.0,8.0,16070.0,102.47,0.108
KLIC,Kulicke & Soffa Indus,1.759,11170.0,0.103,3.697,7.168,0.0498,4131424.0,9.0,15610.0,21.96,0.1522
KMERF,Komercni Banka,1.908,14890.0,0.1446,1.109,7.165,0.7202,1817.0,9.0,79700.0,42.2,0.0933
KMG,KMG Chemicals,3.966,3251.0,0.1471,1.029,3.376,0.0417,6026397.0,9.0,64335.0,54.11,0.1009
KMGIF,Kamigumi,0.9431,9482.0,0.0769,0.2934,8.268,0.0941,0.0,7.0,26540.0,10.8,0.0385
KMI,Kinder Morgan,1.208,22780.0,0.0241,0.0859,2.74,0.0438,9176.0,3.0,42480.0,19.02,-0.0058
KMP.UN.TO,Killam Apartment,1.156,2878.0,0.0953,9.012,7.742,0.0427,2409335.0,7.0,99317.0,13.35,0.0732
KMPR,Kemper,1.384,14890.0,0.0252,1.109,1.674,0.0684,2031417.0,8.0,28140.0,54.85,0.4247
KMRCF,Komori,0.6171,4399.0,0.0398,0.4824,7.388,0.0076,10.0,4.0,71677.0,12.31,-0.0674
KMT,Kennametal,3.212,18029.0,0.0515,0.7671,2.939,0.0226,8238305.0,8.0,32680.0,40.51,0.0574
KMX,CarMax,4.375,60400.0,0.2196,1.7,4.739,-0.0494,2222.0,7.0,14000.0,76.81,0.2094
KNBWY,Kirin Holdings,2.869,20130.0,0.2413,0.7466,5.416,0.0665,83199.0,8.0,22080.0,24.2,0.1753
KNCRY,Konecranes,2.473,49842.0,0.3064,2.772,7.485,0.0874,15223.0,9.0,35060.0,8.94,0.1189
KND,Kindred Healthcare,1.438,62054.0,-1.281,2.105,-85.05,0.131,1339.0,3.0,56562.0,6.5,-0.4009
KNL,Knoll,3.057,9996.0,0.2332,1.327,7.452,0.0454,3032783.0,2.0,97854.0,19.84,0.0248
KNMCY,Konami Holdings,3.026,21294.0,0.1843,0.7394,6.698,0.0653,214953.0,9.0,64170.0,47.45,-0.162
KNX,Knight-Swift Transportation Holdings,8.662,14772.0,0.1016,0.3551,2.543,0.0342,3093.0,9.0,70710.0,39.82,0.0791
KO,Coca-Cola,8.819,60430.0,0.1719,1.054,3.059,0.0322,9882.0,6.0,194030.0,45.49,0.0246
KOF,Coca-Cola Femsa,2.505,12290.0,0.1181,0.6581,4.113,0.0818,7031713.0,5.0,15540.0,73.99,-0.1189
KOP,Koppers Holdings,14.41,8330.0,1.266,1.275,5.226,0.0521,1191766.0,7.0,99267.0,47.85,0.3403
KORS,Michael Kors Holdings,4.553,57470.0,0.3137,1.618,8.958,0.0982,1847.0,3.0,71980.0,47.48,0.3378
KOS,Kosmos Energy,2.787,11476.0,-0.1395,0.0587,-4.287,-0.0358,2252.0,7.0,29620.0,7.61,0.2294
KOTMY,Koito Manufacturing,3.185,34782.0,0.2784,1.545,8.568,0.0728,14.0,8.0,98990.0,61.6,0.1736
KPCPY,Kasikornbank Public,1.585,14890.0,0.1305,1.268,7.568,0.3843,373124.0,7.0,15290.0,25.55,0.0758
KPELY,Keppel,1.045,36797.0,0.0647,0.6031,6.785,-0.0111,503033.0,7.0,88160.0,9.7,0.0532
KPLUY,K+S,1.029,28101.0,0.0248,0.1119,2.379,-0.1337,312437.0,7.0,50530.0,13.2,0.0
KR,Kroger,2.98,59880.0,0.2412,1.3,7.998,0.0723,1772.0,2.0,18350.0,20.63,-0.1081
KRA,Kraton,2.366,14726.0,0.0893,0.5659,5.071,-0.0098,2853851.0,3.0,12710.0,40.71,0.2152
KRC,Kilroy Realty,1.944,13075.0,0.0444,0.0301,1.594,-0.0562,6040539.0,4.0,71140.0,72.32,-0.01
KRNY,Kearny Financial,1.201,14890.0,0.0168,0.7581,1.95,0.0266,3830597.0,5.0,12700.0,15.3,0.0303
KRO,Kronos Worldwide,4.492,12980.0,0.597,0.9747,10.03,0.0426,4517705.0,10.0,27890.0,24.06,0.2963
KS,KapStone Paper,2.326,23020.0,0.0835,0.5624,3.465,0.0517,9461631.0,7.0,21470.0,22.15,0.0548
KSANF,Kansai Paint Co.,2.524,26311.0,0.1509,0.8081,5.153,0.022,0.0,5.0,56770.0,22.06,0.0
KSPHF,Kissei Pharmaceutical,0.8942,11339.0,0.0752,0.7244,8.567,0.03,6667.0,6.0,12880.0,26.65,-0.0283
KSRYY,KOSE,4.529,47882.0,0.231,1.693,7.974,0.017,309633.0,6.0,66360.0,23.26,0.1
KSS,Kohl's,1.453,16330.0,0.1319,0.5136,8.926,0.1135,3492.0,5.0,73060.0,43.34,0.1319
KSU,Kansas City Southern,2.612,43210.0,0.1296,0.0801,4.688,0.0251,9460192.0,6.0,10940.0,103.74,0.0061
KT,KT,0.6732,33500.0,0.0634,0.4385,10.52,0.0922,1931.0,4.0,68490.0,13.98,-0.1527
KTEC,Key Technology,1.732,1573.0,0.053,3.401,2.943,0.062,1390283.0,9.0,11547.0,17.8,0.3088
KTWIF,Kurita Water Industries,1.628,15034.0,0.089,0.6547,5.501,0.0829,6667.0,7.0,32260.0,28.98,0.0907
KTYB,Kentucky Bancshares,1.263,14890.0,0.1063,0.7548,10.71,0.078,3552.0,9.0,12483.0,42.0,0.0633
KUBTY,Kubota,2.056,12200.0,0.1217,1.433,5.813,0.054,1235987.0,7.0,22640.0,91.57,0.0758
KUKAF,KUKA,8.093,20805.0,0.1138,3.054,1.264,-0.0191,40593.0,8.0,80280.0,201.82,0.6408
KURRY,Kuraray,1.4,36983.0,0.0835,0.4578,5.816,0.0893,2962.0,8.0,66080.0,56.4,0.0131
KVHI,KVH Industries,1.979,1806.0,-0.1007,1.025,-5.41,0.0338,3468807.0,8.0,20848.0,12.2,0.3189
KW,Kennedy-Wilson Holdings,2.112,16820.0,0.0227,0.0298,-5.054,-0.2984,5597553.0,3.0,21700.0,19.0,0.0243
KWHIY,Kawasaki Heavy Industries,1.442,65641.0,0.1301,1.045,23.06,0.061,2130.0,5.0,56380.0,13.5,0.1392
KWPCY,Kewpie,1.844,30369.0,0.1064,0.774,5.874,0.0258,702.0,3.0,36970.0,49.4,0.002
KWR,Quaker Chemical,4.716,7184.0,0.1284,2.34,2.62,0.0238,6183523.0,9.0,20190.0,151.69,0.0511
KXS.TO,Kinaxis,13.09,3078.0,0.1442,3.19,0.8857,0.0202,1195687.0,7.0,18320.0,72.12,-0.0692
KYCCF,Keyence,5.954,87700.0,0.2073,6.593,1.687,0.0097,96647.0,9.0,65000.0,536.0,0.2407
KYKOF,Kyowa Hakko Kirin,1.772,47982.0,0.0415,0.5761,1.92,0.0301,12667.0,8.0,96310.0,17.6,-0.0356
KYO,Kyocera,1.101,87150.0,0.052,1.295,4.733,0.0441,788677.0,8.0,23280.0,63.3,0.1109
L,Loews,0.8751,14890.0,0.0623,0.2195,6.909,0.1018,8204902.0,6.0,16470.0,48.92,0.0457
L.TO,Loblaw Companies,2.12,32370.0,0.0957,1.063,4.303,0.0701,7034964.0,4.0,27310.0,69.25,-0.0273
LABL,Multi-Color,3.464,4946.0,0.1604,0.9634,4.131,0.0402,6858457.0,7.0,14320.0,84.0,0.0415
LAD,Lithia Motors,3.006,37527.0,0.2309,2.375,7.154,0.0349,2187078.0,8.0,29700.0,118.68,0.3172
LADR,Ladder Capital,1.351,14890.0,0.0849,0.0572,10.3,-0.241,6514462.0,6.0,15230.0,13.75,0.0292
LAKE,Lakeland Industries,1.599,869.0,0.0836,2.796,5.467,0.1155,7971913.0,9.0,12049.0,15.0,-0.0033
LAMR,Lamar Advertising,6.207,26200.0,0.2833,0.3377,4.497,0.0604,5735384.0,6.0,66490.0,67.82,-0.0661
LANC,Lancaster Colony,5.801,7249.0,0.2102,1.606,3.459,0.0351,1311575.0,3.0,33410.0,121.72,0.002
LAND,Gladstone Land,1.766,5754.0,0.0058,0.0153,0.3638,-0.9022,1201597.0,7.0,16444.0,13.69,0.203
LARK,Landmark Bancorp,1.256,14890.0,0.1022,0.5369,10.68,0.1041,294707.0,7.0,11439.0,29.55,-0.0051
LAS.A.TO,Lassonde Industries,3.109,11025.0,0.1375,1.442,4.26,0.0668,167407.0,7.0,16950.0,242.5,-0.017
LAZ,Lazard,4.444,14890.0,0.389,3.529,8.328,0.1369,6732776.0,7.0,55250.0,45.43,-0.0241
LB,L Brands,2.2255000000000003,10280.0,-1.028,0.9836,7.922,0.0593,4606.0,2.0,12310.0,42.92,-0.0768
LB.TO,Laurentian Bank,1.196,14890.0,0.1039,7.864,14.19,0.935,1401479.0,7.0,20450.0,59.8,0.0863
LBAI,Lakeland Bancorp,1.706,14890.0,0.0931,0.9348,5.258,0.0722,1432202.0,8.0,96836.0,20.45,0.0792
LBTYA,Liberty Global,2.354,35500.0,0.0717,0.2076,7.012,0.1144,2260.0,5.0,27540.0,33.09,0.0592
LBY,Libbey,1.515,4078.0,-0.0451,0.7577,-3.069,0.0631,1003686.0,2.0,22235.0,10.1,0.2673
LCI,Lannett,1.399,5888.0,-0.0011,0.5852,7.253,0.1488,7340411.0,2.0,78483.0,21.05,0.0048
LCII,LCI Industries,4.67,13109.0,0.25,2.866,4.772,0.0319,1703694.0,4.0,28940.0,116.1,0.1763
LCNB,LCNB,1.421,14890.0,0.0878,0.3776,8.066,0.0236,1191763.0,6.0,21017.0,21.0,0.0422
LCSHF,Lancashire Holdings,1.349,14890.0,0.129,28.62,9.423,0.0091,31007.0,6.0,17020.0,8.49,-0.1044
LCUT,Lifetime Brands,1.427,4280.0,0.09,5.791,6.523,0.1419,2038613.0,8.0,28709.0,19.4,0.0718
LDL,Lydall,3.189,4325.0,0.1481,1.077,4.193,0.0389,6588917.0,4.0,99871.0,57.95,0.1419
LDR,Landauer,22.43,2109.0,0.8182,0.8047,2.876,0.05,1506541.0,9.0,66022.0,67.3,0.2627
LEA,Lear,3.262,57780.0,0.3298,2.362,8.662,0.0835,7653957.0,8.0,11820.0,173.75,0.231
LECO,Lincoln Electric Holdings,7.289,21749.0,0.2965,1.647,3.622,0.0438,3018028.0,8.0,62030.0,94.12,0.0235
LEG,Leggett & Platt,5.658,23010.0,0.3198,1.642,4.759,0.0449,9713247.0,3.0,64110.0,48.46,-0.0708
LEN,Lennar,1.79,44124.0,0.1174,1.109,7.089,0.0358,2363.0,6.0,13110.0,55.89,0.0775
LFC,China Life Insurance Co,1.903,14890.0,0.0678,3.588,3.455,0.4143,5545717.0,8.0,86550.0,15.31,-0.0039
LFUS,Littelfuse,5.178,13261.0,0.1756,1.373,3.368,0.0394,1735905.0,9.0,46360.0,204.1,0.2187
LGF.B,Lions Gate Entertainment,2.28,45040.0,0.1002,6.128,4.201,0.0787,4224976.0,9.0,63300.0,30.35,0.1777
LGIH,LGI Homes,2.781,8635.0,0.2453,169.55,7.249,-0.1184,3700671.0,6.0,11300.0,52.28,0.3103
LGND,Ligand Pharmaceuticals,7.742,2709.0,0.0248,14.84,0.2893,0.0229,2720998.0,7.0,29810.0,141.61,0.183
LGRVF,Legrand,4.258,12420.0,0.166,2.285,3.744,0.0407,1917.0,7.0,19130.0,71.75,0.0238
LGSXY,Light,1.291,15773.0,-0.081,1.512,-6.627,-0.0491,4423.0,9.0,12930.0,6.34,-0.0607
LGT.A.TO,Logistec,2.447,2432.0,0.1095,0.675,4.028,0.0554,17673.0,6.0,48875.0,39.5,0.1102
LH,Laboratory Corp,2.626,86180.0,0.1336,1.479,5.05,0.0606,6801883.0,6.0,15440.0,151.65,0.0044
LHCG,LHC Group,3.023,9905.0,0.1019,5.984,3.264,0.0584,1483135.0,10.0,12600.0,68.93,0.0498
LHO,LaSalle Hotel Properties,1.319,14890.0,0.1291,0.0882,3.501,0.0751,8205685.0,6.0,33300.0,29.41,-0.0157
LIF.TO,Labrador Iron Ore Royalty,2.232,2748.0,0.2325,1.109,10.19,0.089,2847766.0,9.0,13130.0,20.52,0.3333
LION,Fidelity Southern,1.647,14890.0,0.1308,0.7887,10.9,0.1748,8394457.0,8.0,62490.0,23.4,0.0241
LIQ.TO,Liquor Stores NA,1.246,5435.0,-0.0382,3.178,-3.173,0.1342,4756783.0,4.0,27115.0,9.77,-0.0111
LIVN,LivaNova,1.94,21078.0,0.0153,1.536,1.359,0.0201,3943985.0,5.0,35770.0,74.24,0.2113
LKFN,Lakeland Financial,2.72,14890.0,0.1316,0.7768,4.586,0.0412,7004543.0,7.0,12250.0,48.63,0.0469
LKQ,LKQ,2.954,96501.0,0.1406,2.978,4.425,0.0384,1145.0,4.0,11390.0,36.88,0.1749
LL,Lumber Liquidators Hldgs,4.951,9746.0,-0.2077,2.387,-4.443,-0.0286,1198.0,10.0,10490.0,36.91,0.4865
LLL,L3 Technologies,2.977,31200.0,0.1506,2.444,4.684,0.0518,4955791.0,7.0,14810.0,189.38,0.1202
LLY,Eli Lilly,6.799,42730.0,0.1691,0.6849,2.936,0.0412,3342.0,5.0,95870.0,87.08,0.0672
LM,Legg Mason,0.9059,14890.0,0.0609,5.03,7.506,0.147,8068275.0,6.0,35930.0,38.39,0.0103
LMAT,LeMaitre Vascular,7.442,1752.0,0.153,2.736,1.794,0.0191,1970985.0,9.0,73162.0,38.46,0.2252
LMNR,Limoneira,2.342,1640.0,0.0716,0.2175,2.591,0.0796,3231907.0,8.0,32454.0,22.53,0.0103
LMOS,Lumos Networks,3.088,4585.0,-0.0267,0.105,-0.8541,0.0081,166086.0,8.0,42956.0,17.94,0.005
LMT,Lockheed Martin,72.05,14250.0,2.656,2.304,3.742,0.0443,1069.0,8.0,91140.0,316.46,0.1264
LNC,Lincoln National,1.038,14890.0,0.0969,1.109,8.747,0.0545,1224.0,9.0,16610.0,75.0,0.0813
LNCE,Snyder's-Lance,2.012,21029.0,0.0192,1.168,1.77,0.0518,4513652.0,5.0,37490.0,38.79,0.1247
LNDC,Landec,1.54,1929.0,0.0424,0.928,2.724,-0.0067,6994827.0,4.0,35346.0,12.85,-0.1107
LNDNF,Lundin Petroleum,2.2255000000000003,15970.0,1.352,0.1052,-3.3,-0.0031,12033.0,8.0,75290.0,22.12,0.1654
LNEGY,Linde,2.46,16100.0,0.0797,0.3423,3.287,0.0378,4961674.0,7.0,38480.0,20.73,0.0928
LNF.TO,Leon's Furniture,1.894,23189.0,0.1531,1.596,7.01,0.0734,476557.0,7.0,12780.0,17.69,-0.0117
LNN,Lindsay,3.729,4591.0,0.0976,2.02,2.489,0.0301,7691357.0,7.0,98344.0,92.0,0.0314
LNR.TO,Linamar,1.743,31283.0,0.2071,0.8321,10.32,0.1094,1439021.0,8.0,50860.0,77.93,0.2269
LNT,Alliant Energy,2.391,43510.0,0.1018,0.0727,4.036,0.0799,1212.0,6.0,96860.0,41.92,0.0567
LNTEF,LINTEC,0.9942,13924.0,0.1023,0.834,10.91,0.0917,0.0,6.0,15690.0,21.75,0.0
LNXSF,Lanxess,2.624,62275.0,0.0586,0.662,2.182,0.0222,9717.0,8.0,72580.0,79.3,0.0489
LNZNF,Lenzing,2.712,30573.0,0.1984,1.109,6.838,0.0962,9.0,9.0,40750.0,153.5,-0.1456
LOCO,El Pollo Loco Holdings,1.722,2826.0,0.0686,0.8437,5.02,0.0348,2318371.0,3.0,47928.0,12.4,-0.0849
LOGI,Logitech International,6.125,19367.0,0.2706,6.215,3.566,0.0384,2959826.0,9.0,58200.0,35.51,-0.0266
LOIMF,Loomis,3.77,13277.0,0.2134,0.9257,5.649,0.1067,3013.0,8.0,28360.0,37.7,0.0
LOPE,Grand Canyon Education,4.937,12327.0,0.2235,0.2483,4.045,0.019,2546703.0,10.0,43060.0,89.49,0.1642
LOW,Lowe's Companies,12.31,6670.0,0.4938,0.9868,4.337,0.0697,6856.0,5.0,68170.0,81.86,0.0688
LPG,Dorian LPG,0.416,2390.0,-0.007,0.0257,-1.776,0.0857,1732838.0,8.0,40337.0,7.32,-0.0368
LPL,LG Display,0.8063,13370.0,0.1799,0.4897,20.42,-0.0205,5973634.0,5.0,98330.0,13.74,-0.1466
LPLA,LPL Financial Holdings,5.37,14890.0,0.2546,2.666,5.639,0.0677,5778354.0,9.0,47960.0,53.3,0.2648
