Symbol,Name,PricetoBookValue,Gross Profit(Quart),Return on Equity (TTM),Fixed Asset Turnover(Quartl),Earning Yield(forward 1y),Free Cash Flow Yield(TTM),30 D Avg Daily Volume,Momentum Score,Market Cap,Total Returns Price,3M Price Returns (Daily)
LPNT,LifePoint Health,0.9932,13320.0,0.0831,0.521,7.704,0.0204,4528148.0,4.0,22670.0,56.5,-0.1227
LPSN,LivePerson,6.417,3894.0,-0.2,1.841,-2.985,0.003,388013.0,9.0,86584.0,14.7,0.2952
LPT,Liberty Property Trust,2.044,14217.0,0.1167,0.034,2.836,-0.0333,730267.0,5.0,61340.0,41.64,0.0317
LPX,Louisiana-Pacific,3.012,20840.0,0.2132,0.7729,6.305,0.0686,2396.0,8.0,40620.0,28.05,0.1771
LQ,La Quinta Holdings,3.059,15898.0,0.0628,0.1059,1.985,0.0192,1371.0,8.0,20880.0,17.78,0.2245
LQDT,Liquidity Service,1.317,3511.0,-0.4761,3.996,-36.49,-0.0794,1517194.0,2.0,18902.0,6.0,-0.0476
LRCX,Lam Research,4.404,10690.0,0.265,3.445,4.988,0.0551,1872.0,9.0,30030.0,184.83,0.2845
LRN,K12,1.269,7651.0,0.0008,8.255,0.0,0.0576,1421096.0,8.0,72859.0,17.87,0.009
LSCC,Lattice Semiconductor,2.576,5121.0,-0.1512,1.918,-3.839,-0.0009,9478057.0,3.0,66651.0,5.42,-0.1775
LSI,Life Storage,1.864,8857.0,0.0254,0.0358,2.041,-0.3131,5997006.0,3.0,38300.0,82.25,0.1534
LSTR,Landstar System,6.841,20285.0,0.267,3.33,3.481,0.0346,3876938.0,8.0,41700.0,99.4,0.138
LTC,LTC Properties,2.452,14890.0,0.1209,0.0408,4.561,0.0052,2052768.0,4.0,18560.0,46.92,-0.0702
LTM,LATAM Airlines Group,2.118,40194.0,-0.0035,0.2075,0.5252,0.0598,4350381.0,9.0,84410.0,13.92,0.2115
LTRPA,Liberty TripAdvisor Hldgs,1.221,33900.0,0.024,2.499,1.536,0.2304,6706658.0,2.0,96447.0,12.85,0.1682
LTXB,LegacyTexas Financial Gr,2.055,14890.0,0.1116,1.228,5.621,0.1024,2413431.0,7.0,19010.0,39.6,0.0421
LUK,Leucadia National,0.8635,11690.0,0.0621,4.133,6.69,0.0846,1668.0,7.0,90590.0,25.26,-0.0511
LUKOY,Lukoil,0.6632,11500.0,0.094,0.4005,12.04,0.1022,143922.0,6.0,37220.0,52.45,0.0522
LULU,Lululemon Athletica,5.937,29742.0,0.2199,1.407,3.523,0.0307,2558.0,3.0,82990.0,61.3,0.0574
LUV,Southwest Airlines,4.101,41180.0,0.2445,0.3286,5.596,0.0462,5792.0,9.0,34980.0,58.44,-0.0777
LVLT,Level 3 Communications,1.766,10490.0,0.0589,0.1994,3.195,0.0468,2173.0,5.0,19980.0,55.08,-0.0718
LVS,Las Vegas Sands,8.585,1580.0,0.3315,0.2007,4.02,0.0645,2369.0,7.0,50850.0,64.26,0.044
LWAY,Lifeway Foods,3.168,9279.0,0.0326,1.401,1.035,0.0146,1578017.0,2.0,15699.0,9.77,0.0449
LWSOF,Lawson,2.754,10300.0,0.2097,0.4879,9.013,0.0947,266.0,3.0,66910.0,66.9,-0.0374
LXFR,Luxfer Holdings,1.973,2630.0,0.1059,0.8397,5.733,0.0586,495979.0,6.0,32472.0,12.3,-0.0421
LXFT,Luxoft Holding,3.941,7364.0,0.1507,4.309,3.146,0.0453,2066323.0,4.0,15830.0,47.0,-0.2147
LXP,Lexington Realty,1.947,8271.0,0.0355,0.0388,0.2627,-0.0904,1035.0,4.0,25000.0,10.39,0.0613
LXU,LSB Industries,0.4733,1134.0,0.2235,0.1167,-55.56,-0.3908,3876919.0,2.0,22042.0,7.76,-0.2488
LYB,LyondellBasell Industries,5.701,18020.0,0.5739,0.8037,8.985,0.0821,2463.0,7.0,39150.0,98.9,0.1908
LYSFY,Leroy Seafood Group,2.465,23212.0,0.3073,0.9584,11.41,0.0613,1668.0,9.0,39000.0,13.1,0.222
LYTS,LSI Industries,1.09,2124.0,0.019,1.785,1.491,0.0814,1421776.0,2.0,17447.0,6.84,-0.2323
LYV,Live Nation Entertainment,7.196,67582.0,0.049,3.524,0.0854,0.0736,1715.0,9.0,88270.0,42.82,0.259
LZB,La-Z-Boy,2.219,13910.0,0.1461,2.099,6.25,0.0789,5530078.0,3.0,13120.0,27.2,-0.1379
LZRFY,Localiza Rent A Car,5.609,11920.0,0.2072,0.2549,3.533,-0.0295,1306568.0,9.0,40820.0,18.55,0.3165
M,Macy's,1.444,22390.0,0.1628,0.81,12.83,0.1462,9184.0,2.0,63380.0,20.81,-0.0893
MA,Mastercard,26.12,14890.0,0.7498,3.833,2.821,0.0259,3464.0,8.0,152830.0,143.52,0.1881
MAA,Mid-America Apartment,1.947,11046.0,0.0428,0.0339,1.683,0.0157,5689684.0,6.0,12260.0,107.93,0.0628
MAC,Macerich,2.068,15018.0,0.0361,0.0344,1.72,0.0214,1391.0,2.0,79810.0,56.44,-0.0088
MAEOY,Manila Electric,4.175,32880.0,0.2587,0.577,6.277,0.0667,7833.0,3.0,61430.0,10.9,0.0244
MAHLY,Medipal Holdings,0.9884,48999.0,0.0945,3.17,19.14,0.1241,2333.0,6.0,39470.0,17.43,0.0693
MAIN,Main Street Capital,1.769,14890.0,0.1385,1.109,6.937,0.0038,2043964.0,7.0,22690.0,39.94,0.0425
MAL.TO,Magellan Aerospace,1.66,4622.0,0.1686,0.6549,9.462,0.0567,2152613.0,7.0,10830.0,18.6,-0.0833
MAN,ManpowerGroup,3.244,86170.0,0.1843,34.26,5.347,0.052,4411119.0,9.0,81500.0,122.12,0.0932
MANH,Manhattan Associates,20.23,9183.0,0.7335,9.427,3.82,0.045,6212282.0,2.0,31900.0,46.28,0.0043
MANT,Mantech International,1.4,6302.0,0.0476,17.56,3.347,0.0536,1672521.0,5.0,17660.0,45.41,0.1395
MANU,Manchester United,4.817,14890.0,0.0834,0.722,1.32,0.0108,4799547.0,4.0,29930.0,18.25,0.1406
MAR,Marriott International,8.492,95200.0,0.3069,2.752,3.04,0.0414,2215.0,9.0,41620.0,111.76,0.1215
MARUY,Marubeni,0.7713,14340.0,0.1318,1.999,20.33,0.1814,937.0,8.0,11830.0,68.19,0.0488
MASI,Masimo,6.38,12844.0,0.6617,1.409,7.115,0.0676,4530757.0,9.0,45260.0,87.14,-0.0206
MAT,Mattel,2.578,39976.0,0.1055,1.225,4.437,-0.0026,8004.0,2.0,53290.0,15.55,-0.251
MATW,Matthews International,2.705,14409.0,0.1088,1.687,3.719,0.0463,8130223.0,4.0,20600.0,64.0,0.0008
MATX,Matson,2.511,8960.0,0.1634,0.5284,6.279,-0.0179,3120765.0,2.0,11950.0,27.71,-0.0723
MAURY,Marui Group,1.396,37419.0,0.0742,0.3159,5.649,0.1012,317467.0,6.0,34140.0,30.16,0.0699
MBCN,Middlefield Banc,1.291,14890.0,0.0847,0.893,6.893,-0.0162,774063.0,9.0,15128.0,47.1,-0.0475
MBFI,MB Financial,1.504,14890.0,0.0795,0.8274,4.886,0.0386,480754.0,5.0,38100.0,45.42,0.0267
MBOFY,M1,5.604,10641.0,0.3308,0.3359,5.712,0.0106,0.0,5.0,16960.0,18.23,0.0
MBT,Mobile Telesystems,4.771,11640.0,0.3817,0.4096,8.846,0.0983,3321.0,9.0,10170.0,10.41,0.3111
MBUMY,Mabuchi Motor,1.506,9928.0,0.1082,0.5679,6.993,0.0028,0.0,3.0,31080.0,11.5,-0.1068
MBUU,Malibu Boats,13.33,2004.0,0.962,3.26,4.89,0.0459,2842769.0,10.0,65547.0,32.31,0.2179
MBWM,Mercantile Bank,1.62,14890.0,0.0887,0.6802,5.378,0.0532,3340077.0,7.0,57920.0,35.14,0.105
MC,Moelis & Co,5.054,14890.0,0.2582,18.08,3.681,0.2294,3109416.0,9.0,14030.0,42.25,0.0792
MCD,McDonald's,2.2255000000000003,27080.0,-3.517,0.282,3.913,0.0298,3559.0,8.0,129280.0,159.6,0.0425
MCHP,Microchip Technology,6.244,58444.0,0.1568,1.412,2.343,0.0506,1978.0,9.0,21310.0,91.55,0.1871
MCK,McKesson,2.814,2560.0,0.4957,22.0,15.05,0.0923,1704.0,3.0,31810.0,151.29,-0.0723
MCO,Moody's,2.2255000000000003,71470.0,-0.6062,3.037,1.776,0.0191,6385587.0,7.0,27220.0,142.49,0.1663
MCRI,Monarch Casino & Resort,2.838,3039.0,0.1136,0.2579,3.693,0.0183,4976483.0,9.0,70415.0,40.08,0.3522
MCS,Marcus,1.94,7028.0,0.1096,0.188,5.292,-0.0206,1191467.0,5.0,78868.0,28.35,-0.0422
MCY,Mercury General,1.767,14890.0,0.0446,5.488,2.557,0.1084,1574321.0,6.0,31150.0,56.32,0.0509
MD,Mednax,1.438,25065.0,0.1078,7.707,7.198,0.0987,1277.0,2.0,40810.0,43.62,-0.2465
MDA.TO,Maxar Technologies,2.291,27156.0,0.094,1.055,3.945,-0.0164,2413438.0,4.0,25770.0,70.73,0.0657
MDC,M.D.C. Holdings,1.324,10869.0,0.0933,23.52,5.334,0.1419,5106346.0,8.0,18060.0,34.81,-0.002
MDF.TO,Mediagrif Interactive,1.491,1616.0,0.1114,8.095,7.304,0.0889,671053.0,3.0,19837.0,13.32,-0.1254
MDI.TO,Major Drilling Group,1.483,1677.0,-0.0956,0.3982,-7.0,-0.0206,1913616.0,6.0,56210.0,7.0,-0.1637
MDP,Meredith,2.507,29120.0,0.2002,2.405,7.429,0.0725,3482898.0,5.0,24970.0,56.0,-0.0604
MDSO,Medidata Solutions,10.7,10549.0,0.0922,2.044,0.7652,0.0164,4392598.0,8.0,47400.0,81.02,0.0407
MDT,Medtronic,2.134,50410.0,0.0819,1.69,4.621,0.0441,5078.0,4.0,108110.0,79.81,-0.0854
MDU,MDU Resources Group,2.256,17229.0,0.0997,0.2707,4.474,0.0359,6831084.0,7.0,51950.0,26.6,0.0153
MDXG,MiMedx Group,9.264,6778.0,0.162,5.423,1.566,0.0274,3253.0,10.0,13640.0,12.13,-0.168
MED,Medifast,6.906,5761.0,0.2462,4.024,3.3,0.0335,1000481.0,9.0,71938.0,60.3,0.4915
MEG.TO,MEG Energy,0.4066,21938.0,-0.0843,0.07,-27.27,-0.108,8807518.0,4.0,15850.0,5.39,0.5669
MEI,Methode Electronics,2.801,5560.0,0.1763,1.935,5.485,0.0643,2244026.0,6.0,16510.0,44.85,0.1297
MEJHY,Meiji Holdings,3.004,98702.0,0.2205,0.8219,7.696,0.0167,0.0,3.0,11980.0,20.66,-0.0167
MELI,MercadoLibre,25.86,17155.0,0.3383,2.411,1.23,0.026,6551056.0,8.0,11870.0,268.82,0.0706
MEQ.TO,Mainstreet Equity,0.5746,1662.0,0.0645,5.227,9.481,0.0917,188067.0,8.0,32790.0,37.02,-0.0048
MERC,Mercer International,1.745,5227.0,0.0933,0.3635,4.937,0.1081,1879736.0,8.0,77696.0,11.95,0.0766
MET,MetLife,0.8114,14890.0,0.0027,1.109,-3.127,0.2423,5449.0,8.0,56350.0,53.02,0.0647
MFA,MFA Financial,1.047,14890.0,0.1022,1.109,9.816,0.0447,1778.0,7.0,34280.0,8.65,0.0176
MFC.TO,Manulife Financial,1.264,14890.0,0.0967,1.109,7.196,0.3596,3577.0,8.0,50300.0,25.43,0.0242
MFI.TO,Maple Leaf Foods,2.176,14768.0,0.0841,0.8462,4.131,0.0739,1705966.0,7.0,44560.0,34.54,0.0598
MFSF,MutualFirst Financial,1.995,14890.0,0.0968,0.7993,4.714,0.0592,1079887.0,8.0,29193.0,39.55,0.1788
MG.TO,Magna International,1.794,18930.0,0.2135,1.364,10.9,0.0877,9866169.0,7.0,25030.0,67.68,0.1361
MGAWY,Megaworld,1.271,13615.0,0.0955,2.7,7.523,0.0053,2266.0,3.0,32820.0,20.36,0.409
MGEE,MGE Energy,3.069,8860.0,0.1067,0.0978,3.415,0.0162,65151.0,7.0,22640.0,65.3,0.0415
MGIC,Magic Software,1.971,2076.0,0.0601,19.75,2.951,0.0617,27978.0,5.0,40705.0,9.15,0.1509
MGLN,Magellan Health,1.788,27352.0,0.0763,8.559,4.053,0.0679,1424877.0,9.0,20450.0,86.35,0.1976
MGPI,MGP Ingredients,6.478,1882.0,0.2256,0.9148,2.846,0.0083,1133886.0,9.0,10400.0,62.19,0.2421
MGRC,McGrath RentCorp,2.723,4921.0,0.1069,0.1121,3.854,0.0253,6146723.0,8.0,10960.0,45.67,0.3265
MHGVY,Marine Harvest,3.328,53143.0,0.2997,0.853,7.908,0.0527,2245143.0,8.0,96370.0,19.66,0.1702
MHK,Mohawk Industries,2.961,77914.0,0.1645,0.6631,5.032,0.0186,5183254.0,7.0,19090.0,256.77,0.0625
MHLD,Maiden Holdings,0.732,14890.0,-0.0163,1.109,-6.888,0.6976,8209524.0,2.0,75793.0,8.75,-0.2152
MHVYF,Mitsubishi Heavy Indus,0.8254,14740.0,0.059,0.9595,19.52,0.1758,1006133.0,3.0,13190.0,39.29,-0.0533
MIC,Macquarie Infrastructure,2.114,25163.0,0.0607,0.1003,2.875,0.0337,6712104.0,4.0,60100.0,72.7,-0.0616
MIC.TO,Genworth MI Canada,0.9123,14890.0,0.1342,155.41,14.1,0.1253,156078.0,7.0,35060.0,38.16,0.0409
MIDD,The Middleby,5.178,23461.0,0.2294,2.366,4.32,0.0329,4281013.0,4.0,73910.0,128.3,0.0523
MIELY,Mitsubishi Electric,1.87,33700.0,0.1524,1.783,7.745,0.075,2705083.0,7.0,34120.0,31.79,0.0951
MIICF,Millicom Intl Cellular,2.232,73800.0,-0.0384,0.3609,-2.21,0.0102,520967.0,8.0,65050.0,64.7,0.0847
MIK,The Michaels Companies,2.2255000000000003,40251.0,-0.2218,2.646,8.826,0.1111,1890.0,3.0,38550.0,21.3,0.1671
MINI,Mobile Mini,2.024,12128.0,0.0685,0.1143,3.471,0.0404,2182973.0,5.0,15420.0,34.9,0.1751
MITEY,Mitsubishi Estate Co,1.73,50881.0,0.0932,0.0741,5.917,-0.0187,988848.0,3.0,24660.0,17.77,-0.0182
MITK,Mitek Systems,7.06,1062.0,0.0532,23.13,1.276,0.0278,2538542.0,7.0,32578.0,9.7,0.1758
MITL,Mitel Networks,3.045,12950.0,-0.4661,6.609,8.292,0.0458,911642.0,6.0,10180.0,8.61,0.2144
MITSY,Mitsui & Co,0.7857,17950.0,0.1505,0.6528,18.08,0.1609,52697.0,6.0,26170.0,291.92,0.0272
MIUFY,Mitsubishi UFJ Lease,0.7992,33452.0,0.1236,0.135,14.81,0.5518,0.0,7.0,47060.0,10.58,0.0
MIXIF,mixi,2.926,37728.0,0.6124,32.41,19.08,0.1774,5.0,9.0,39420.0,50.12,-0.2041
MIXT,MiX Telematics,1.972,2055.0,0.0818,1.348,3.876,-0.0025,5614073.0,10.0,21782.0,9.75,0.2695
MIZUF,Mizuno,0.9852,16775.0,0.0166,1.335,0.4459,0.0562,904512.0,6.0,77351.0,6.12,0.0286
MKC,McCormick & Co,5.1,48440.0,0.2436,1.613,3.391,0.0372,1207.0,4.0,12860.0,98.18,0.0255
MKKGY,Merck,1.88,28170.0,0.1219,0.9182,6.177,0.0737,1228547.0,5.0,29470.0,22.59,-0.0334
MKL,Markel,1.672,14890.0,0.0507,1.109,2.686,0.0421,244632.0,6.0,14980.0,1076.53,0.0954
MKMLF,Makino Milling Machine,0.8142,8276.0,0.0924,0.5282,9.697,0.0189,10.0,9.0,91669.0,8.33,0.0
MKP.TO,MCAN Mortgage,1.265,1355.0,0.1351,1.109,10.54,0.1403,1626177.0,7.0,36470.0,15.65,0.0316
MKSI,MKS Instruments,3.622,21958.0,0.2067,2.853,4.471,0.0541,4579858.0,9.0,51780.0,95.4,0.3999
MKTAY,Makita,2.407,32863.0,0.1306,1.155,3.433,0.0597,1917643.0,7.0,10810.0,39.82,0.0865
MKTX,MarketAxess Holdings,14.04,14890.0,0.309,2.84,2.032,0.0209,2144531.0,5.0,70360.0,187.45,-0.0307
MLAB,Mesa Laboratories,5.706,1267.0,0.1145,0.875,1.82,-0.0048,1819883.0,7.0,57620.0,153.29,0.0829
MLCO,Melco Resorts and Entertainment,4.186,41023.0,0.0826,0.2307,2.189,-0.001,2634.0,9.0,11600.0,23.57,0.0983
MLHR,Herman Miller,3.611,22080.0,0.2205,1.87,6.186,0.0535,4515547.0,4.0,21220.0,35.45,0.0614
MLI,Mueller Industries,4.124,8996.0,0.1391,2.115,5.178,0.0441,1725626.0,3.0,20350.0,35.31,0.1774
MLLUY,Metallurgical Corp,0.6331,11470.0,0.0804,1.737,10.62,0.0415,0.0,7.0,71290.0,6.88,0.1467
MLM,Martin Marietta Materials,3.083,27409.0,0.1076,0.305,3.316,0.0234,7756195.0,7.0,12940.0,205.95,-0.0887
MLNX,Mellanox Technologies,2.377,13854.0,0.0008,1.73,0.0211,0.0359,2896947.0,5.0,23890.0,47.5,0.1072
MLR,Miller Industries,1.667,1760.0,0.1037,2.263,5.941,0.0273,3680717.0,7.0,31972.0,28.1,0.1263
MLVF,Malvern Bancorp,1.787,14890.0,0.1308,1.025,7.085,0.0546,70986.0,9.0,17812.0,27.1,0.1363
MMAC,MMA Capital Management,1.156,14890.0,0.196,1.109,35.27,0.0225,37848.0,8.0,14750.0,25.2,0.1201
MMC,Marsh & McLennan,6.098,14890.0,0.2855,4.844,4.342,0.0424,2131.0,7.0,42640.0,83.2,0.0712
MMI,Marcus & Millichap,3.602,6999.0,0.2327,10.82,5.627,0.0505,9749187.0,4.0,10430.0,27.37,0.0467
MMM,3M,11.15,38030.0,0.4747,0.9125,4.05,0.0404,1662.0,6.0,129210.0,216.52,0.0409
MMS,Maximus,4.806,15219.0,0.2641,5.471,4.807,0.0675,2857062.0,5.0,42560.0,65.61,0.0768
MMSI,Merit Medical Systems,3.411,8414.0,0.0589,0.6562,1.048,0.0146,3215563.0,9.0,22730.0,45.35,0.1966
MMTOF,Mitsubishi Motors,1.864,88050.0,-0.072,1.351,11.24,0.0548,901657.0,9.0,11710.0,7.86,0.2167
MMYT,MakeMyTrip,1.578,13188.0,-0.2429,11.96,-10.44,-0.062,5518713.0,9.0,26450.0,28.85,-0.1026
MNBEY,Minebea Mitsumi,2.259,36797.0,0.2673,0.9639,12.31,0.1157,10133.0,9.0,67850.0,31.85,0.0182
MNHFY,Mayr-Melnhof Karton,1.791,14297.0,0.1162,0.6835,6.182,0.0279,0.0,7.0,25520.0,31.9,0.0
MNILY,Minor International PCL,3.898,21792.0,0.1324,0.2536,3.787,0.014,0.0,6.0,43150.0,24.46,0.0
MNK,Mallinckrodt,0.6829,41610.0,0.0825,0.8903,3.727,0.1052,2396.0,2.0,34800.0,35.81,-0.1676
MNR,Monmouth Real Estate,2.735,14890.0,0.096,0.0228,1.791,-0.1701,4537857.0,6.0,12260.0,16.49,0.0971
MNRO,Monro,3.113,11288.0,0.1089,0.7015,3.327,0.0619,2736425.0,3.0,18490.0,56.5,0.3968
MNST,Monster Beverage,8.331,58350.0,0.2221,4.522,2.402,0.0269,1995.0,6.0,31460.0,55.37,0.1001
MNTX,Manitex International,2.054,9429.0,-0.4832,1.758,-12.95,-0.0183,483001.0,9.0,15083.0,9.11,0.3203
MO,Altria Group,9.664,31190.0,1.695,2.651,12.88,0.0366,7647.0,4.0,120010.0,62.55,-0.1584
MOD,Modine Manufacturing,2.223,8850.0,0.0558,1.106,3.101,-0.0131,2168683.0,9.0,99995.0,19.95,0.2277
MODN,Model N,9.372,1847.0,-0.6548,5.741,-9.278,-0.0537,1219551.0,7.0,42330.0,14.55,0.1192
MOFG,MidWestOne Financial Gr,1.28,14890.0,0.0756,0.4217,5.678,0.09,4756313.0,6.0,43889.0,35.92,0.0436
MOG.A,Moog,2.865,18241.0,0.1321,1.231,4.372,0.0481,9702163.0,8.0,31740.0,88.63,0.222
MOH,Molina Healthcare,2.548,38400.0,-0.096,11.16,-2.037,0.2455,8957614.0,7.0,38760.0,67.86,-0.0185
MOHCY,Motor Oil (Hellas),2.019,18487.0,0.378,1.863,16.69,0.1965,0.0,9.0,20050.0,9.05,0.0
MON,Monsanto,8.17,1340.0,0.4117,0.47,4.195,0.0361,1913.0,6.0,52600.0,119.73,0.018
MONOY,MonotaRO,18.55,5885.0,0.4324,1.986,2.037,-0.0001,84403.0,7.0,33020.0,26.61,-0.1558
MORN,Morningstar,4.879,13390.0,0.2382,1.509,4.119,0.0454,4068107.0,4.0,36060.0,84.79,0.092
MOS,Mosaic,0.7564,19230.0,0.0151,0.1874,2.352,0.001,4043.0,2.0,73790.0,21.02,-0.0616
MOV,Movado Group,1.328,6613.0,0.0571,4.064,4.195,0.0874,1528739.0,8.0,63515.0,27.65,0.1309
MPAA,Motorcar Parts of America,2.135,2584.0,0.158,5.173,6.6,0.007,9274327.0,3.0,54489.0,29.24,0.0854
MPB,Mid Penn Bancorp,1.631,14890.0,0.113,0.9645,7.265,0.0518,138907.0,9.0,12334.0,29.1,0.1192
MPC,Marathon Petroleum,2.244,40290.0,0.0669,0.7134,2.184,0.0212,4472.0,8.0,28360.0,56.02,0.06
MPCIY,Metro Pacific Investments,1.291,14941.0,0.0833,0.3395,6.157,0.0873,0.0,5.0,40330.0,25.6,0.0636
MPFRY,Mapfre,1.009,14890.0,0.0888,4.122,9.007,-0.0178,10.0,6.0,10230.0,6.71,-0.1286
MPW,Medical Properties Trust,1.245,16565.0,0.0815,0.039,6.975,0.0436,1750.0,3.0,47510.0,13.05,0.0575
MPWR,Monolithic Power Systems,9.488,6142.0,0.1394,1.205,1.306,0.0154,2572525.0,8.0,44960.0,108.63,0.1399
MPX,Marine Products,8.054,1629.0,0.244,5.332,3.289,0.036,3362093.0,9.0,57278.0,16.42,0.086
MRAAY,Murata Manufacturing,2.512,92005.0,0.1675,0.5256,6.592,0.0395,2038517.0,7.0,30720.0,36.1,-0.0196
MRC.TO,Morguard,0.7489,15308.0,0.0934,0.0317,6.152,0.0411,300023.0,5.0,22350.0,188.0,0.0532
MRCC,Monroe Capital,1.019,14890.0,0.0618,1.109,8.942,-0.371,1193893.0,3.0,28984.0,14.32,-0.0415
MRD.TO,Melcor Developments,0.5359,2199.0,0.0362,3.096,6.815,0.1051,319123.0,7.0,52370.0,15.7,0.0903
MRE.TO,Martinrea International,1.209,12893.0,0.1826,0.7632,13.91,0.0631,2620172.0,8.0,10880.0,12.58,0.2309
MRG.UN.TO,Morguard North American,0.7051,3516.0,0.1657,0.0263,22.34,0.0303,172371.0,8.0,52396.0,15.56,0.017
MRK,Merck & Co,4.461,6850.0,0.1232,0.8228,3.413,0.0476,7844.0,5.0,176050.0,64.55,0.023
MRO,Marathon Oil,0.9283,73400.0,-0.4131,0.0607,-15.31,0.038,1231.0,3.0,11520.0,13.55,0.1691
MRT.UN.TO,Morguard REIT,0.5429,3800.0,0.0583,0.0236,9.674,0.0489,2219323.0,5.0,87762.0,14.48,0.0042
MRTN,Marten Transport,2.35,10845.0,0.078,0.3041,3.194,-0.0496,2102399.0,8.0,10680.0,19.6,0.2121
MRU.TO,Metro,3.479,79410.0,0.2157,2.441,5.966,0.0352,712962.0,4.0,95640.0,42.11,-0.0047
MRVL,Marvell Technology Group,2.271,36518.0,0.0651,2.548,3.45,0.0466,5804.0,8.0,90240.0,18.2,0.1325
MRVNY,MRV Engenharia,1.223,11949.0,0.1094,8.067,8.835,0.0548,5837.0,6.0,19650.0,8.9,0.0349
MS,Morgan Stanley,1.3,14890.0,0.1,1.109,8.793,-0.268,7588.0,9.0,91390.0,49.76,0.0787
MSA,MSA Safety,4.991,13360.0,0.1343,2.003,2.996,0.0827,2399654.0,8.0,29750.0,77.9,-0.0013
MSADY,MS&AD Insurance Group,0.7248,14890.0,0.1678,3.226,23.98,-0.0586,1462057.0,7.0,18110.0,16.39,-0.0232
MSBF,MSB Financial,1.356,14890.0,0.0278,0.465,2.129,0.0151,391827.0,8.0,10167.0,17.66,0.0093
MSBHY,Mitsubishi,0.8248,39790.0,0.0993,0.7544,13.71,0.1521,359873.0,6.0,36770.0,46.39,0.1024
MSCC,Microsemi,3.27,29270.0,0.0647,2.435,2.255,0.0669,7038514.0,8.0,60850.0,52.6,0.1016
MSCI,MSCI,35.55,24749.0,0.7229,3.474,2.548,0.0352,4206383.0,8.0,10920.0,121.28,0.1858
MSEX,Middlesex Water,3.115,14890.0,0.1006,0.0624,3.28,0.003,3846117.0,7.0,69256.0,42.39,0.0942
MSFG,MainSource Financial,1.798,14890.0,0.0965,0.6002,5.582,0.0718,1407621.0,9.0,92868.0,36.31,0.0762
MSI.TO,Morneau Shepell,3.038,5483.0,0.0861,4.486,2.739,0.0427,5294903.0,7.0,11110.0,20.87,0.0058
MSL,Midsouth Bancorp,0.9267,14890.0,0.0091,0.3504,7.832,0.114,8131543.0,7.0,20431.0,12.35,0.0647
MSM,MSC Industrial Direct,3.542,32950.0,0.1918,2.338,5.245,0.0417,4764782.0,4.0,43320.0,76.07,-0.1373
MSTR,MicroStrategy,2.55,9624.0,0.1537,2.187,5.512,0.0515,1064945.0,3.0,15040.0,131.36,-0.2807
MSUXF,MISUMI Group,4.269,29100.0,0.1317,2.764,2.773,0.026,0.0,8.0,64080.0,22.75,0.0
MTB,M&T Bank,1.636,14890.0,0.0932,2.078,5.275,0.081,7204254.0,8.0,24630.0,162.08,-0.0092
MTD,Mettler-Toledo Intl,35.88,37492.0,0.9298,1.114,2.526,0.0199,1147052.0,9.0,16580.0,645.76,0.1044
MTDR,Matador Resources,2.928,9775.0,0.2866,0.0894,7.787,-0.162,1508.0,5.0,26050.0,25.94,0.2317
MTH,Meritage Homes,1.285,-51751.0,0.109,24.56,7.444,-0.0694,2733142.0,6.0,19170.0,47.55,0.1444
MTHRF,M3,15.05,11553.0,0.4121,17.44,2.406,0.023,0.0,4.0,91400.0,28.23,0.1216
MTL.TO,Mullen Group,1.795,7868.0,0.0538,0.291,2.848,0.0888,1219017.0,5.0,17530.0,16.91,0.0602
MTLHY,Mitsubishi Chemical,1.394,24490.0,0.2496,0.6289,15.85,0.1544,16439.0,9.0,14130.0,49.08,0.1524
MTN,Vail Resorts,5.553,-5103.0,0.1539,0.1244,2.149,0.0353,313222.0,9.0,87250.0,217.65,0.0932
MTRN,Materion,1.735,5456.0,0.0506,1.169,3.085,0.035,8571147.0,8.0,87269.0,43.55,0.177
MTRX,Matrix Service,1.171,2313.0,-0.0006,3.598,-0.0709,-0.0814,4290145.0,2.0,37679.0,14.1,0.5161
MTSC,MTS Systems,2.171,7556.0,0.0617,1.936,2.365,0.0552,803089.0,4.0,91052.0,53.7,0.0519
MTSFY,Mitsui Fudosan,1.149,81875.0,0.096,0.1323,8.299,0.0309,8653.0,6.0,20750.0,63.0,0.0522
MTSI,MACOM Technology,3.58,9263.0,-0.2603,1.622,-5.433,0.0166,6985154.0,5.0,27900.0,43.44,-0.2266
MTW,Manitowoc Co,2.342,7630.0,-0.3175,1.273,-13.9,-0.0169,1727.0,9.0,13960.0,9.93,0.718
MTX,Minerals Technologies,2.264,11970.0,0.1512,0.3932,6.316,0.0533,1539648.0,4.0,25210.0,71.85,-0.0028
MTY.TO,MTY Food Group,3.218,5507.0,0.221,5.594,4.64,0.0679,190108.0,7.0,10670.0,49.9,0.086
MTZ,MasTec,3.102,26384.0,0.2131,3.101,6.242,-0.0056,877528.0,8.0,38020.0,45.95,0.0143
MTZPY,Mitsubishi Tanabe Pharma,1.682,54699.0,0.1309,1.145,7.824,0.0387,13204.0,7.0,12950.0,23.08,-0.0043
MU,Micron Technology,2.373,31120.0,0.3463,0.3193,10.88,0.1781,3338.0,10.0,44190.0,39.67,0.3179
MUR,Murphy Oil,0.9028,35258.0,-0.0078,0.0578,0.0711,0.0723,2077.0,3.0,44940.0,26.04,0.05
